STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,ADJUSTMENT,Adjustment,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2021-Q1,,116.4651899,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2021-Q2,,117.5546254,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2021-Q3,,117.4996598,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2021-Q4,,118.7367209,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2022-Q1,,121.8001073,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2022-Q2,,115.475011,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2022-Q3,,115.4376784,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2022-Q4,,118.8069445,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2023-Q1,,118.6464647,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2023-Q2,,123.3603198,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2023-Q3,,125.6645029,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2023-Q4,,129.624755,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2024-Q1,,133.113069,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2024-Q2,,133.5655706,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2024-Q3,,133.9766661,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2024-Q4,,131.8580905,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2025-Q1,,131.3563633,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2025-Q2,,133.8518524,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2025-Q3,,134.7618587,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2025-Q4,,134.0921258,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,EST,Estonia,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2026-Q1,,136.9034028,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2005-Q1,,72.97230617,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2005-Q2,,74.17389701,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2005-Q3,,75.04347657,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2005-Q4,,75.2617334,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2006-Q1,,76.09791422,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2006-Q2,,76.63131239,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2006-Q3,,77.18304146,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2006-Q4,,77.98185137,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2007-Q1,,79.1949034,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2007-Q2,,80.15239163,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2007-Q3,,81.08293416,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2007-Q4,,81.34364647,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2008-Q1,,81.73937958,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2008-Q2,,82.85599738,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2008-Q3,,84.27990731,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2008-Q4,,84.92460115,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2009-Q1,,85.10018973,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2009-Q2,,85.1455305,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2009-Q3,,84.88647181,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2009-Q4,,84.85463521,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2010-Q1,,84.83888259,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2010-Q2,,84.94526053,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2010-Q3,,85.51161449,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2010-Q4,,86.55786161,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2011-Q1,,87.60501738,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2011-Q2,,88.33766371,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2011-Q3,,88.96428819,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2011-Q4,,89.60130162,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2012-Q1,,89.46852008,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2012-Q2,,89.48507859,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2012-Q3,,89.84556898,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2012-Q4,,90.31084489,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2013-Q1,,91.02305319,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2013-Q2,,92.11834207,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2013-Q3,,92.88201914,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2013-Q4,,93.56804085,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2014-Q1,,94.24217934,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2014-Q2,,94.0347509,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2014-Q3,,94.11153456,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2014-Q4,,95.23553101,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2015-Q1,,96.36317373,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2015-Q2,,99.10864846,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2015-Q3,,101.6258161,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2015-Q4,,102.9023617,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2016-Q1,,103.3658637,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2016-Q2,,104.5153096,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2016-Q3,,105.4615015,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2016-Q4,,106.492228,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2017-Q1,,108.2873356,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2017-Q2,,109.6469733,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2017-Q3,,111.1131422,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2017-Q4,,112.7977831,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2018-Q1,,114.5998532,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2018-Q2,,116.224589,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2018-Q3,,118.2044075,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2018-Q4,,120.243249,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2019-Q1,,121.8224016,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2019-Q2,,123.4165636,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2019-Q3,,124.6757813,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2019-Q4,,125.8651563,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
DATAFLOW,OECD.ECO.MPD:DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES(1.0),Analytical house prices indicators,I,MEX,Mexico,Q,Quarterly,HPI_RPI,Price to rent ratio,IX,Index,2020-Q1,,126.6305071,,A,Normal value,0,Units,S,"Seasonally adjusted, not calendar adjusted",1,One,2015,
